gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_per_month,Churn
0,1,1,0,33,1,1,1,0,1,1,1,1,1,109.9,3694.7,1,0,0,0,0,0,0,108.66764705882352,0
1,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,261.3,0,1,0,1,0,0,1,18.664285714285715,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.33949759055823,55.33949759055823,0,0,0,0,0,1,0,27.669748795279116,1
0,0,0,1,12,1,0,0,0,0,0,0,0,0,21.05,235.8,0,1,0,0,1,0,0,18.138461538461538,0
1,0,0,0,4,1,0,0,0,0,0,0,1,1,94.99696469932152,386.7459705103752,1,0,0,0,0,0,0,77.34919410207503,1
0,0,1,1,57,1,0,0,0,0,0,0,0,0,20.75,1123.15,0,1,0,1,0,0,1,19.364655172413794,0
1,1,0,0,26,1,1,0,1,0,0,1,0,1,89.15,2277.65,1,0,0,0,0,1,0,84.35740740740741,1
1,1,0,0,16,1,1,0,0,0,0,1,0,1,84.75,1350.15,1,0,0,0,0,1,0,79.42058823529412,1
1,0,1,1,10,1,0,0,0,0,0,0,0,0,20.15,220.8,0,1,0,1,0,0,1,20.072727272727274,0
0,0,1,1,64,1,1,0,0,0,0,0,0,1,24.8,1514.85,0,1,0,1,0,0,1,23.305384615384614,0
1,0,0,0,22,1,0,0,0,0,0,0,0,1,20.05,470.2,0,1,0,0,0,0,1,20.443478260869565,0
0,0,0,1,71,1,1,0,0,0,0,0,0,0,24.35,1654.6,0,1,0,1,0,0,1,22.980555555555554,0
1,0,0,0,3,1,1,0,0,0,0,0,0,1,75.10208816943899,209.4313664292127,1,0,0,0,0,1,0,52.35784160730317,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,74.87040399454145,74.87040399454145,1,0,0,0,0,1,0,37.435201997270724,1
0,0,1,0,22,1,0,0,0,0,0,0,0,1,20.45,471.55,0,1,0,0,0,0,0,20.502173913043478,0
0,0,1,0,56,1,1,1,0,0,0,1,1,1,100.55,5514.95,1,0,1,0,0,1,0,96.75350877192982,0
1,0,1,0,41,1,0,0,1,1,1,0,0,1,86.2,3339.05,1,0,1,0,0,0,0,79.50119047619049,0
1,0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,1,0,0,0,0,1,0,96.78636363636365,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,44.26712518306891,93.80823792145925,0,0,0,0,0,1,0,31.26941264048642,1
1,0,0,0,41,1,0,1,0,1,1,1,1,1,79.85,3320.75,0,0,1,0,0,0,0,79.06547619047619,0
1,1,0,0,15,1,0,0,0,0,0,0,0,1,75.10558922688905,1147.0497425259482,1,0,0,0,0,0,0,71.69060890787176,1
0,1,1,0,27,1,1,1,0,1,0,0,0,1,85.9,2220.1,1,0,1,0,0,1,0,79.28928571428571,0
1,0,0,0,6,1,0,0,0,0,0,1,1,0,89.48937187399383,573.5285047091326,1,0,0,0,0,1,0,81.93264352987609,1
1,0,0,0,58,1,0,1,1,1,1,0,0,1,64.9,3795.45,0,0,0,1,1,0,0,64.32966101694915,0
1,0,0,0,20,1,0,0,1,0,0,0,0,1,77.38978156620325,1501.9841272088686,0,0,0,0,0,0,0,72.12177643759694,1
0,0,1,0,24,1,1,0,0,1,0,1,1,1,101.05,2391.8,1,0,0,0,0,1,0,95.67200000000001,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.5294824299828,70.5294824299828,1,0,0,0,0,1,0,35.2647412149914,1
0,1,0,0,66,1,1,0,1,1,1,1,1,0,110.88607665015579,7448.674479713991,1,0,1,0,0,0,0,111.17424596588047,1
1,0,1,1,56,1,1,1,0,1,0,0,1,1,68.75,3808.0,0,0,1,0,0,0,0,66.80701754385964,0
1,0,1,1,23,1,0,1,1,0,1,0,0,0,84.4,1936.85,1,0,0,0,0,0,1,80.70208333333333,0
0,0,1,1,69,1,0,0,1,0,1,1,0,1,92.15,6480.9,1,0,0,1,0,0,1,92.58428571428571,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,79.87619058396686,158.86554576202272,1,0,0,0,0,0,0,52.95518192067424,1
0,0,0,0,18,1,0,0,0,0,0,0,0,0,20.1,401.85,0,1,1,0,0,0,1,21.150000000000002,0
1,0,0,0,14,1,0,0,0,0,0,1,1,1,89.8,1129.1,1,0,0,0,0,0,1,75.27333333333333,1
0,0,0,0,49,0,0,0,0,0,0,0,0,0,28.389082801677198,1360.452802786176,0,0,0,0,0,0,0,27.10765012740886,1
0,0,0,0,35,1,0,1,1,1,0,0,0,0,61.2,2021.2,0,0,1,0,0,0,1,56.144444444444446,0
1,0,0,0,56,0,0,1,1,1,1,0,0,0,45.05,2560.1,0,0,0,1,0,0,0,44.9140350877193,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.991356271042285,41.991356271042285,0,0,0,0,0,1,0,20.995678135521143,1
1,1,1,0,70,1,1,0,1,0,1,1,1,1,105.55,7195.35,1,0,1,0,0,0,0,101.34295774647887,0
0,1,1,0,62,1,1,0,1,0,0,0,1,1,89.8,5629.55,1,0,0,0,0,0,0,89.35793650793651,0
0,0,0,0,5,1,0,0,0,0,0,0,0,1,72.99289583175323,352.1097209727178,0,0,0,0,0,0,0,58.684953495452966,1
0,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,0,0,0,0,0,1,0,20.1,1
0,0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,411.25,0,1,1,0,0,0,1,21.644736842105264,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,81.67778863399202,81.67778863399202,1,0,0,0,0,1,0,40.83889431699601,1
0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.45,369.05,0,1,0,1,1,0,0,20.50277777777778,0
0,0,0,0,3,1,1,0,1,1,0,1,1,0,107.95,313.6,1,0,0,0,0,0,1,78.4,0
0,0,1,1,9,1,0,0,1,0,1,1,1,1,101.5,906.85,1,0,0,0,0,1,0,90.685,0
0,1,0,0,53,1,1,0,0,0,0,1,1,1,101.58139214002411,5542.675697271035,1,0,0,0,0,1,0,102.03113367162833,1
1,0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,1,0,0,0,0,0,0,92.11666666666667,1
1,1,0,0,14,1,1,0,0,0,0,0,0,1,78.42195422312346,1101.2140739031163,1,0,0,0,0,1,0,73.41427159354109,1
1,0,1,1,61,0,0,0,1,1,1,1,0,0,51.35,3244.4,0,0,0,1,1,0,0,52.329032258064515,0
1,0,0,0,72,1,1,0,0,0,0,0,0,0,25.45,1866.45,0,1,0,1,1,0,0,25.567808219178083,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,1,0,0,0,0,1,10.025,0
0,0,0,0,58,1,0,0,1,0,0,0,1,0,103.48745911502856,6030.186484807284,1,0,0,0,0,0,0,101.82268157786093,1
0,1,0,0,1,1,1,0,0,0,0,1,1,1,94.80753610729273,94.80753610729273,1,0,0,0,0,1,0,47.40376805364637,1
0,0,0,0,4,1,0,0,0,0,0,1,0,0,77.85,299.2,1,0,0,0,0,1,0,59.839999999999996,1
0,0,0,0,10,1,0,0,0,0,0,0,1,0,80.93631977269544,846.7445922062262,1,0,0,0,0,0,0,76.97678110965693,1
1,0,0,0,35,1,1,0,0,0,0,0,0,0,23.3,797.1,0,1,0,1,0,0,0,22.141666666666666,0
0,0,1,0,58,1,1,1,1,1,0,1,0,1,107.26283759041016,6261.288557728852,1,0,0,0,0,1,0,104.7885378588796,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.165673989567864,25.165673989567864,0,0,0,0,0,1,0,12.582836994783932,1
0,0,0,0,1,1,0,0,0,0,0,1,1,0,90.55,90.55,1,0,0,0,0,1,0,45.275,1
1,0,0,0,43,1,1,0,0,0,0,0,0,1,25.7,1188.2,0,1,0,1,1,0,0,27.004545454545454,0
0,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,1,0,0,0,1,0,0,66.15238095238095,1
1,0,1,0,55,1,1,1,0,0,0,1,0,1,89.8,4959.6,1,0,0,0,0,0,0,88.56428571428572,0
0,0,1,1,70,1,1,0,1,1,1,1,1,1,84.1,5979.7,0,0,0,1,0,1,0,84.22112676056338,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.0684983714566,25.0684983714566,0,0,0,0,0,1,0,12.5342491857283,1
1,1,0,0,14,1,1,0,1,1,0,1,1,1,104.85,1531.4,1,0,0,0,0,1,0,102.09333333333333,1
0,0,0,0,2,1,0,0,0,0,0,0,0,1,82.95283184096853,181.3020427039243,1,0,0,0,0,1,0,60.43401423464143,1
0,0,0,0,46,1,0,0,0,0,0,0,0,1,45.2,2065.15,0,0,0,0,1,0,0,43.93936170212766,0
1,0,0,0,8,1,0,0,0,0,0,0,1,1,81.93359847706456,724.6440294840456,1,0,0,0,0,1,0,74.00482588628265,1
0,0,0,0,50,1,1,0,1,0,0,1,0,1,94.97845182123223,4838.278116920683,1,0,0,0,0,0,0,93.20058107694632,1
0,0,0,0,39,1,0,0,0,0,0,0,1,0,102.48557134394306,3993.1405724751094,1,0,0,0,0,1,0,99.0559426186451,1
0,0,0,0,62,1,1,0,0,1,0,1,1,1,96.75,6125.4,1,0,1,0,0,1,0,97.22857142857143,1
0,0,0,0,18,1,0,0,0,0,0,0,0,1,87.30644264782518,1535.1397348631695,1,0,0,0,0,0,0,80.0432663741952,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,78.76391163698526,78.76391163698526,1,0,0,0,0,1,0,39.38195581849263,1
1,0,1,0,1,1,0,0,0,0,0,0,0,1,69.02974348505855,69.02974348505855,1,0,0,0,0,1,0,34.51487174252927,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.85,25.85,0,0,1,0,0,0,1,12.925,0
1,0,0,0,37,1,0,0,0,0,0,0,0,0,19.85,784.25,0,1,0,1,0,0,1,20.638157894736842,0
1,0,1,1,58,1,1,0,1,0,0,1,0,1,66.8,3970.4,0,0,0,0,0,0,0,67.2949152542373,0
0,1,1,1,35,1,0,0,1,0,1,1,1,1,76.05,2747.2,0,0,0,0,0,1,0,76.3111111111111,0
0,0,0,0,1,1,0,0,1,0,0,0,0,1,50.75,50.75,0,0,0,0,0,1,0,25.375,1
0,0,0,0,16,0,0,0,0,0,0,0,0,0,53.68923120986804,811.66347029351,0,0,0,0,0,1,0,47.74468755428375,1
1,0,1,1,67,1,1,0,0,1,1,0,1,1,69.9,4615.9,0,0,0,1,0,0,0,67.88088235294117,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,79.9,79.9,1,0,0,0,0,1,0,39.95,1
0,0,1,1,1,0,0,0,1,0,0,0,0,0,30.2,30.2,0,0,0,0,0,1,0,15.1,1
1,0,1,1,13,1,0,0,0,0,0,0,0,0,20.85,272.35,0,1,0,1,0,0,1,19.45357142857143,0
0,0,0,0,14,1,0,0,0,0,0,0,1,1,86.26717172824841,1136.7734549558475,1,0,0,0,0,0,0,75.7848969970565,1
0,0,0,0,12,1,1,0,0,0,0,1,0,1,89.47189658637318,1052.7751772466854,1,0,0,0,0,0,0,80.98270594205272,1
1,0,1,0,4,1,0,0,0,0,0,0,0,0,20.5,79.05,0,1,1,0,0,0,0,15.809999999999999,0
0,0,1,1,46,1,1,0,0,0,0,0,0,0,24.9,1174.8,0,1,1,0,0,1,0,24.995744680851065,0
0,0,1,0,72,1,1,0,1,1,0,1,1,1,104.8,7470.1,1,0,0,1,0,0,0,102.33013698630137,0
0,0,1,0,14,1,0,0,0,0,0,0,1,0,103.85726072605904,1348.5554950089581,1,0,0,0,0,0,0,89.32714656938279,1
1,0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0,0,0,1,0,0,0,59.30294117647059,0
0,0,0,0,41,1,1,0,0,1,0,1,1,1,99.0576925609163,4191.758792752252,1,0,0,0,0,1,0,99.80378077981551,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,24.3,38.45,0,0,0,0,0,0,1,12.816666666666668,0
1,0,0,0,9,1,1,0,0,1,0,1,1,0,98.3,923.5,1,0,0,0,1,0,0,92.35,1
0,0,0,0,8,1,0,0,0,0,0,0,0,1,49.70901207303099,412.01449096531564,0,0,0,0,0,1,0,43.79635119303242,1
1,1,1,0,72,1,1,1,1,1,0,1,1,1,84.1,6129.65,0,0,0,1,1,0,0,83.96780821917808,0
0,0,0,1,10,1,1,0,0,0,0,0,0,0,24.8,223.9,0,1,0,0,1,0,0,20.354545454545455,0
1,0,0,0,4,0,0,0,1,0,0,0,0,0,31.13937693018009,134.56687752408166,0,0,0,0,0,1,0,24.80429118879134,1
0,0,1,0,18,0,0,0,0,0,0,0,0,0,47.91548313761452,878.6683006521488,0,0,0,0,0,0,1,44.85950059578652,1
0,0,1,1,8,1,0,0,0,0,0,0,0,0,19.7,130.25,0,1,0,1,0,0,1,14.472222222222221,0
0,0,0,0,6,1,0,0,0,0,0,0,1,1,85.95709235216006,561.5250422292378,1,0,0,0,0,1,0,80.2178631756054,1
1,0,1,0,24,1,0,0,1,0,0,1,1,1,69.45,1614.05,0,0,0,0,0,0,0,64.562,0
1,0,0,0,4,1,1,0,1,0,0,0,0,1,91.7471335191986,365.2319852640889,1,0,0,0,0,1,0,73.04639705281778,1
0,0,1,0,71,1,1,1,1,1,1,1,1,0,90.55,6404.0,0,0,0,1,0,0,0,88.94444444444444,0
0,0,1,0,20,1,0,0,0,0,0,0,1,1,87.5917246201946,1813.8311057149147,1,0,0,0,0,0,0,84.16758712975435,1
0,0,0,0,37,1,0,0,1,0,0,1,1,1,96.1,3646.8,1,0,0,0,1,0,0,95.96842105263158,0
1,0,0,0,2,1,0,0,0,0,0,0,0,1,70.76121992318564,140.5929210754012,1,0,0,0,0,1,0,46.86430702513373,1
1,1,0,0,38,1,0,0,0,0,0,0,0,0,20.2,735.9,0,1,0,1,0,0,1,18.869230769230768,0
0,0,0,0,2,1,1,0,0,0,0,0,0,1,82.3714066211479,184.94294043358144,1,0,0,0,0,1,0,61.647646811193816,1
0,0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,1,0,0,1,0,0,0,91.29489795918367,0
0,0,1,0,35,1,1,0,0,0,1,1,0,1,91.5,3236.35,1,0,0,0,1,0,0,89.89861111111111,0
1,0,0,0,10,1,0,1,0,0,0,1,0,1,84.7,832.05,1,0,0,0,0,0,1,75.64090909090909,1
0,0,1,1,41,1,1,1,1,1,0,1,0,1,74.55,3023.55,0,0,0,0,1,0,0,71.98928571428571,0
0,0,0,0,3,1,0,0,0,0,0,1,0,0,55.15,159.15,0,0,0,0,0,0,1,39.7875,1
0,0,0,0,13,0,0,0,0,0,0,0,0,0,24.920645139240797,317.87387281507614,0,0,0,0,0,0,0,21.618044314664896,1
0,0,0,0,5,1,0,0,1,0,0,0,0,0,71.54995654259169,386.47532126256795,0,0,0,0,0,1,0,61.078944349422244,1
1,0,1,1,12,1,1,0,1,1,0,0,0,1,84.5,916.9,1,0,0,0,0,1,0,70.53076923076922,1
1,0,0,0,2,1,0,0,0,0,0,0,0,1,79.14037905759518,148.29768078691933,1,0,0,0,0,1,0,49.43256026230644,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.374311053018,74.374311053018,1,0,0,0,0,0,1,37.187155526509,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0,1,0,0,0,0,1,9.95,0
1,0,0,0,9,1,0,0,1,1,0,0,0,0,80.55,653.9,1,0,0,0,0,1,0,65.39,0
1,0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,299.4,0,1,0,0,0,0,1,18.7125,0
0,0,1,0,24,1,0,0,0,0,0,0,0,0,20.1,533.9,0,1,1,0,0,0,1,21.355999999999998,0
1,0,1,0,68,1,0,0,1,0,1,1,0,0,64.1,4326.25,0,0,0,1,0,0,0,62.69927536231884,0
0,0,0,0,10,1,1,0,0,0,0,0,0,1,74.15,811.8,1,0,0,0,0,0,1,73.8,1
1,0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,0,1,0,1,0,0,0,19.64857142857143,0
0,0,1,0,72,1,0,0,0,0,0,0,0,0,19.3,1304.8,0,1,0,1,1,0,0,17.873972602739727,0
0,0,1,0,9,1,1,0,1,1,0,0,1,1,69.05,653.95,0,0,0,0,1,0,0,65.39500000000001,0
0,0,1,0,38,1,1,0,0,1,0,0,0,1,93.77098852943847,3621.251061662497,1,0,0,0,0,1,0,92.12567910543281,1
0,0,0,1,1,1,1,0,0,0,0,1,1,1,93.3,93.3,1,0,0,0,0,1,0,46.65,1
0,0,0,0,5,0,0,1,1,1,1,0,0,1,43.25,219.0,0,0,0,0,0,0,1,36.5,1
0,0,0,0,7,1,0,1,0,0,0,0,0,1,50.99337992819579,354.1162007180421,0,0,0,0,0,0,0,44.23529843217038,1
0,0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,0,0,0,1,1,0,0,92.05342465753424,0
1,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0,0,0,0,1,0,0,39.035714285714285,0
0,0,1,1,25,1,1,0,0,0,0,0,0,1,25.4,546.85,0,1,0,0,0,0,0,21.032692307692308,0
1,0,0,0,20,1,0,0,0,0,0,0,0,0,19.7,406.95,0,1,0,1,0,0,1,19.378571428571426,0
0,0,1,0,28,1,0,1,0,0,1,0,0,0,54.35,1426.45,0,0,1,0,0,0,1,49.18793103448276,0
0,0,1,0,47,1,0,0,0,0,0,0,0,0,19.9,942.95,0,1,1,0,0,0,0,19.644791666666666,0
1,0,0,0,23,1,0,0,0,0,0,0,0,1,84.36044120899109,2005.7736445267233,1,0,0,0,0,0,0,81.5899649673333,1
0,0,1,1,61,1,0,0,0,0,0,0,0,0,20.4,1226.45,0,1,1,0,0,0,1,19.781451612903226,0
0,0,1,1,50,1,1,0,0,0,0,0,0,0,24.95,1261.45,0,1,0,1,0,0,1,24.734313725490196,0
1,0,0,1,25,1,0,0,0,0,0,0,0,0,20.05,471.7,0,1,0,0,1,0,0,18.142307692307693,0
0,0,1,0,29,1,1,0,0,0,0,1,1,0,98.66327632074793,2859.156812123631,1,0,0,0,0,0,0,94.65602942762571,1
1,0,0,0,1,1,1,0,0,0,0,0,1,0,85.10209818186175,85.10209818186175,1,0,0,0,0,0,0,42.551049090930874,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,50.95,123.05,0,0,0,0,0,0,1,41.016666666666666,0
0,0,0,0,3,1,0,1,0,0,1,1,0,1,64.4,195.65,0,0,0,0,1,0,0,48.9125,0
0,0,1,0,49,0,0,0,1,0,0,1,1,0,49.65,2409.9,0,0,0,1,1,0,0,48.198,0
0,0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,0,0,1,0,1,0,0,72.15588235294118,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,0,0,0,0,1,0,34.8,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.78020770174942,24.78020770174942,0,0,0,0,0,0,0,12.39010385087471,1
0,1,1,0,61,1,1,0,1,0,0,0,0,1,82.15,4904.85,1,0,0,0,0,1,0,79.11048387096774,0
0,0,0,0,19,1,0,0,1,1,0,0,0,1,78.25,1490.95,1,0,0,0,0,1,0,74.5475,1
0,0,0,0,48,1,1,0,1,1,0,1,1,1,106.20479210516274,5085.90345849905,1,0,0,0,0,0,0,103.79394813263369,1
0,0,0,0,62,1,1,1,1,1,0,0,0,0,90.7,5586.45,1,0,0,0,0,0,0,88.67380952380952,0
0,1,0,0,9,1,1,0,0,0,0,0,0,1,74.05,678.45,1,0,0,0,0,1,0,67.845,0
0,0,1,1,25,1,0,0,1,1,0,0,0,0,53.65,1355.45,0,0,1,0,0,0,1,52.13269230769231,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,18.8,18.8,0,1,1,0,0,0,1,9.4,0
1,0,0,0,5,1,1,0,0,1,1,0,0,1,82.75,417.75,1,0,0,0,0,1,0,69.625,0
1,1,0,0,15,1,0,0,0,0,0,0,0,1,74.9930688828767,1146.818082994158,1,0,0,0,0,0,0,71.67613018713487,1
1,0,1,1,56,1,0,0,0,0,0,0,0,0,20.05,1090.1,0,1,0,1,0,0,1,19.12456140350877,0
1,0,0,0,48,1,0,0,1,0,0,0,0,0,75.15,3772.65,1,0,1,0,0,1,0,76.99285714285715,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,20.95,85.5,0,1,0,0,0,0,0,17.1,1
0,0,0,0,30,1,1,1,0,0,0,0,1,1,64.5,1888.45,0,0,0,0,0,0,1,60.917741935483875,0
1,1,1,0,54,1,0,0,0,0,0,0,0,1,18.95,1031.1,0,1,0,1,0,0,1,18.747272727272726,0
1,0,0,0,2,1,0,0,0,0,0,0,1,1,90.1485725108962,168.28559233671618,1,0,0,0,0,1,0,56.09519744557206,1
0,0,1,0,48,1,1,0,0,0,0,1,1,1,99.38627280441992,4859.567519516465,1,0,0,0,0,0,0,98.556351760304,1
1,1,0,0,54,1,1,0,1,0,1,1,0,0,72.1,3886.05,0,0,1,0,0,0,1,70.65545454545455,0
0,0,1,1,72,1,1,1,0,1,1,0,0,1,66.5,4811.6,0,0,0,1,1,0,0,65.9123287671233,0
1,0,1,1,24,1,0,0,0,0,0,0,0,0,19.7,452.55,0,1,0,1,0,0,1,18.102,0
1,1,1,0,60,1,1,0,1,1,0,1,1,1,105.9,6401.25,1,0,0,0,0,1,0,104.93852459016394,0
0,0,0,0,60,1,1,0,1,0,0,1,1,1,99.17280807896277,6010.092278390272,1,0,0,0,0,0,0,96.96442646599621,1
0,0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,1,0,1,0,0,0,0,88.23611111111111,0
0,0,0,0,58,1,0,0,0,0,0,0,0,0,20.8,1212.25,0,1,0,1,0,0,1,20.546610169491526,0
1,0,1,1,30,1,1,0,0,0,0,0,0,1,25.1,789.55,0,1,0,1,0,0,1,25.469354838709677,0
1,0,1,0,55,1,0,1,0,0,0,1,1,1,94.75,5276.1,1,0,1,0,0,1,0,94.21607142857144,0
1,0,0,1,10,1,0,0,0,1,1,1,0,1,91.1,964.35,1,0,0,0,0,1,0,87.66818181818182,0
1,0,1,0,68,1,1,1,1,1,1,0,0,0,70.9,4911.35,0,0,0,1,1,0,0,71.17898550724638,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.717689768100495,29.717689768100495,0,0,0,0,0,0,0,14.858844884050248,1
1,1,1,1,65,1,1,0,0,1,1,1,1,1,103.9,6767.1,1,0,1,0,0,0,0,102.53181818181818,0
1,0,0,1,66,1,1,1,0,1,1,0,0,1,90.95,5930.05,1,0,0,1,1,0,0,88.50820895522388,0
0,0,1,0,46,1,0,0,0,0,0,0,0,0,19.6,851.2,0,1,0,0,0,1,0,18.11063829787234,0
0,0,0,0,43,1,0,0,1,0,0,0,1,1,60.0,2548.55,0,0,0,1,0,1,0,57.92159090909092,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.0,55.0,0,0,0,0,0,1,0,27.5,1
1,0,0,0,3,1,0,0,0,0,0,0,0,0,75.05426726724669,216.00087152941785,1,0,0,0,0,0,0,54.00021788235446,1
1,0,0,0,11,1,0,0,0,0,0,1,1,1,97.17559801377756,1120.662599668963,1,0,0,0,0,0,0,89.38010718223615,1
0,0,0,1,12,1,1,0,0,0,0,0,0,1,77.98650401394403,908.2452051728975,1,0,0,0,0,0,0,69.46894995342987,1
1,1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,1,0,0,0,0,1,0,88.81818181818181,1
0,1,1,1,10,0,0,0,0,0,0,0,1,1,34.55,362.6,0,0,0,0,0,0,0,32.96363636363637,0
1,0,0,0,41,1,1,0,0,0,0,0,0,1,85.10572841433687,3589.8758123144758,1,0,0,0,0,1,0,84.22529993018163,1
0,0,1,1,1,1,0,0,0,0,0,0,1,1,81.05,81.05,1,0,0,0,0,1,0,40.525,0
0,0,0,0,30,1,0,0,0,0,0,0,1,1,90.12551809905295,2755.3951021380244,1,0,0,0,0,1,0,88.74209824959438,1
1,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,0,0,1,0,0,0,1,53.45208333333333,0
1,0,0,0,39,1,0,0,0,0,0,0,0,0,72.50279442853466,2868.0860447108566,1,0,0,0,0,0,0,70.87878145159249,1
1,0,0,0,31,0,0,0,0,0,0,0,0,1,65.72783816771656,2013.4330742530062,0,0,0,0,0,0,0,64.29955293742171,1
1,0,1,1,70,1,1,1,1,0,0,1,0,1,69.2,4872.35,0,0,0,1,1,0,0,68.62464788732395,0
0,0,0,0,17,1,0,1,1,0,0,0,0,1,55.5,934.15,0,0,0,0,1,0,0,51.89722222222222,0
0,1,0,0,24,1,0,0,0,0,0,0,0,0,70.0,1732.6,1,0,0,0,1,0,0,69.304,0
1,0,1,1,41,1,0,0,0,0,0,0,0,0,19.7,804.25,0,1,0,1,0,0,0,19.148809523809526,0
1,0,0,1,22,1,0,0,0,0,0,0,0,1,20.55,469.85,0,1,0,0,0,1,0,20.428260869565218,0
0,0,0,0,13,1,0,0,0,1,0,0,0,1,82.0577844176764,1065.3350027776323,1,0,0,0,0,1,0,73.97508876247001,1
0,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,1,0,0,0,0,1,0,74.78571428571429,1
0,0,0,0,2,1,0,0,0,1,0,0,1,0,92.52538311188658,193.35242406939017,1,0,0,0,0,0,0,64.45080802313005,1
0,0,0,1,38,1,1,0,1,0,0,0,0,1,81.85,3141.7,1,0,0,0,0,0,1,80.55641025641025,0
0,0,0,1,40,1,0,1,1,0,0,0,0,1,55.25,2139.2,0,0,0,0,0,0,1,52.17560975609756,1
1,0,1,1,71,1,1,1,1,1,1,1,1,0,114.6,8100.25,1,0,0,1,0,0,0,112.50347222222223,0
1,0,0,0,38,1,1,1,1,1,0,0,0,1,66.15,2522.4,0,0,0,0,0,0,0,64.67692307692307,0
1,0,0,1,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0,1,0,0,0,0,1,18.177777777777777,0
1,1,0,0,2,1,0,0,0,0,0,0,1,1,79.75,159.4,1,0,0,0,0,0,0,53.13333333333333,1
0,0,0,0,8,1,0,0,0,0,0,0,0,1,45.15,438.4,0,0,0,0,0,0,1,48.71111111111111,1
1,0,0,0,30,1,1,0,1,0,0,1,1,1,99.90898089159352,2974.2254713334264,1,0,0,0,0,1,0,95.94275713978796,1
1,0,0,0,26,1,0,0,0,0,0,1,1,1,88.8,2274.35,1,0,0,0,0,0,0,84.23518518518519,1
0,0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,1,0,0,1,0,0,0,102.17876712328767,0
1,0,0,0,63,1,0,0,1,0,0,0,1,1,96.45003660347092,6135.019179110584,1,0,0,0,0,0,0,95.05057180895493,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,75.34080874270914,75.34080874270914,1,0,0,0,0,1,0,37.67040437135457,1
1,0,0,0,5,1,0,0,0,0,0,0,0,0,83.35127788991508,415.2438094613805,1,0,0,0,0,0,0,69.20730157689675,1
0,0,0,1,23,1,0,0,1,0,1,0,0,1,55.3,1284.2,0,0,0,0,0,0,0,53.50833333333333,0
1,1,0,0,2,1,0,0,1,0,0,1,0,1,83.8,163.7,1,0,0,0,0,0,0,54.56666666666666,0
0,0,1,0,36,1,1,0,0,0,0,0,0,1,78.55125560476,2867.9513028758925,1,0,0,0,0,0,0,77.46325839476245,1
